Object ID,Object Name,Primary Object Type,Secondary Object Type,Max Potential Damage: Structure,Max Potential Damage: Content,Ground Elevation,X Coordinate,Y Coordinate,Aggregation Label: Census Block,Finished Floor Height,Extraction Method,Damage Function: Structure,Damage Function: Content
574293777,574293777,RES,RES1-2SNB,327465.04,163732.52,8.703069233,-79.93184168,32.7737605,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574293779,574293779,RES,RES1-3SNB,656001.335,328000.667,8.680607981,-79.93217545,32.77377948,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574293781,574293781,RES,RES1-2SNB,418769.307,209384.653,8.454975451,-79.93224549,32.77388842,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574293789,574293789,RES,RES1-2SNB,336053.908,168026.954,11.1219885,-79.9316909,32.77431758,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574293793,574293793,RES,RES1-1SNB,261434.304,130717.152,11.00450711,-79.93230226,32.7743817,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574372686,574372686,RES,RES1-1SNB,431742.225,215871.112,6.54178206,-79.93107316,32.77069686,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574372701,574372701,RES,RES1-3SNB,741353.763,370676.881,6.748703268,-79.9316774,32.7707915,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574409642,574409642,COM,RES4,3061679.38,1530839.69,10.5441191,-79.93361407,32.77641662,4.5019E+14,1,centroid,RES4,RES4
574409646,574409646,COM,RES4,2489660.16,1244830.08,10.11572987,-79.93373014,32.77674017,4.5019E+14,1,centroid,RES4,RES4
574409652,574409652,COM,COM8,89521.8089,89521.8089,12.52613552,-79.93305761,32.77698208,4.5019E+14,1,centroid,COM8,COM8
574409658,574409658,PUB,REL1,2769782.91,2769782.91,11.51025723,-79.93364149,32.77729762,4.5019E+14,1,centroid,REL1,REL1
574409659,574409659,COM,COM1,463469.785,463469.785,11.51025723,-79.93364149,32.77729762,4.5019E+14,1,centroid,COM1,COM1
574409660,574409660,PUB,GOV1,736296.225,736296.225,12.16888701,-79.93307108,32.77742516,4.5019E+14,1,centroid,GOV1,GOV1
574476704,574476704,RES,RES1-1SNB,127336.536,63668.268,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574476714,574476714,RES,RES1-1SNB,184685.138,92342.5694,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574476716,574476716,RES,RES1-1SNB,134882.404,67441.2024,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574476720,574476720,RES,RES1-1SNB,206797.159,103398.579,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574476722,574476722,RES,RES1-1SNB,108849.157,54424.5787,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574476739,574476739,RES,RES1-1SNB,108849.157,54424.5787,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574476761,574476761,RES,RES1-1SNB,227119.782,113559.891,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574476777,574476777,RES,RES1-1SNB,192064.664,96032.3323,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574476799,574476799,RES,RES1-2SNB,214533.891,107266.945,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574476801,574476801,RES,RES1-1SNB,197464.184,98732.0922,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574476805,574476805,RES,RES1-1SNB,184496.492,92248.246,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574476810,574476810,RES,RES1-3SNB,360258.207,180129.103,5.867157192,-79.93241085,32.76996811,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574486860,574486860,RES,RES1-3SNB,384611.78,192305.89,11.90300492,-79.93241459,32.77581713,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574486893,574486893,RES,RES1-3SNB,359931.264,179965.632,10.9658955,-79.93218159,32.77550656,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574486894,574486894,RES,RES1-1SNB,147521.735,73760.8675,11.00190156,-79.93213015,32.77511652,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486911,574486911,RES,RES1-2SNB,319853.913,159926.956,7.510136203,-79.93152053,32.77312212,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574486912,574486912,RES,RES1-2SNB,234189.043,117094.521,6.305727322,-79.93367633,32.77177598,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574486921,574486921,RES,RES1-1SNB,208355.561,104177.78,5.276184942,-79.93337915,32.77092373,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486925,574486925,RES,RES1-2SNB,210770.138,105385.069,5.276184942,-79.93337915,32.77092373,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574486931,574486931,RES,RES1-3SNB,518905.691,259452.845,7.293561702,-79.93114909,32.77078826,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573475705,573475705,RES,RES1-2SNB,578494.01,289247.005,9.695218301,-79.93341205,32.77482228,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573785433,573785433,COM,COM3,515276.027,515276.027,11.90498236,-79.93155196,32.77744925,4.5019E+14,1,centroid,COM3,COM3
573785439,573785439,COM,COM4,46666.2881,46666.2881,11.94588741,-79.93217246,32.77652169,4.5019E+14,1,centroid,COM4,COM4
573785629,573785629,RES,RES1-3SNB,560773.055,280386.527,7.627732572,-79.93212526,32.77265358,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573785637,573785637,RES,RES3A,346471.171,173235.585,7.493087083,-79.93149855,32.77290008,4.5019E+14,1,centroid,RES3A,RES3A
573785639,573785639,RES,RES3A,262199.159,131099.579,7.172630757,-79.93211193,32.77295581,4.5019E+14,1,centroid,RES3A,RES3A
573785806,573785806,RES,RES1-3SNB,440382.779,220191.389,10.11626803,-79.93265221,32.77455315,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573785808,573785808,RES,RES3A,444221.474,222110.737,9.230888717,-79.9331634,32.77455473,4.5019E+14,1,centroid,RES3A,RES3A
573785820,573785820,RES,RES3A,485548.154,242774.077,10.14601481,-79.93272357,32.77501255,4.5019E+14,1,centroid,RES3A,RES3A
573785831,573785831,RES,RES1-2SNB,468224.08,234112.04,11.09377407,-79.93319265,32.77534482,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573785841,573785841,RES,RES3A,374450.13,187225.065,11.39558399,-79.93289056,32.77567915,4.5019E+14,1,centroid,RES3A,RES3A
573785845,573785845,RES,RES1-2SNB,273499.346,136749.673,11.15355471,-79.93287745,32.77578149,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573785847,573785847,RES,RES1-2SNB,349468.95,174734.475,10.46057638,-79.93326482,32.77583255,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573785851,573785851,RES,RES1-3SNB,373202.911,186601.455,10.5395807,-79.93332341,32.77603668,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573785855,573785855,COM,COM4,31157.1894,31157.1894,10.43604852,-79.93315097,32.77605398,4.5019E+14,1,centroid,COM4,COM4
573785860,573785860,COM,COM2,221254.044,221254.044,11.09115209,-79.93289001,32.77612654,4.5019E+14,1,centroid,COM2,COM2
573785866,573785866,RES,RES1-1SNB,360691.312,180345.656,11.09115209,-79.932894,32.776134,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573785877,573785877,RES,RES1-3SNB,259090.41,129545.205,10.64254029,-79.93279297,32.77434976,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573785903,573785903,RES,RES1-3SWB,696820.382,348410.191,6.783525835,-79.93248491,32.77237997,4.5019E+14,1,centroid,RES1-3SWB,RES1-3SWB
573785907,573785907,RES,RES1-2SNB,375137.892,187568.946,6.917234233,-79.93341532,32.7725403,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573785911,573785911,RES,RES3A,628944.028,314472.014,7.525362765,-79.9324951,32.77267545,4.5019E+14,1,centroid,RES3A,RES3A
573785921,573785921,RES,RES1-2SNB,343577.638,171788.819,8.539573375,-79.93249332,32.77297829,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573785929,573785929,RES,RES1-1SNB,362759.729,181379.864,8.096616984,-79.93264403,32.77325251,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573785935,573785935,RES,RES1-1SWB,134383.242,67191.6211,8.295448542,-79.93291731,32.77351517,4.5019E+14,1,centroid,RES1-1SWB,RES1-1SWB
573785956,573785956,RES,RES1-2SNB,385490.523,192745.261,8.116051071,-79.93328816,32.77394565,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573785958,573785958,RES,RES1-2SNB,415290.653,207645.326,10.38572953,-79.93346091,32.77391718,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573785970,573785970,RES,RES1-3SNB,416057.515,208028.757,10.01547595,-79.93265327,32.77422312,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573785976,573785976,RES,RES3A,543912.709,271956.354,9.520981091,-79.93309834,32.77425659,4.5019E+14,1,centroid,RES3A,RES3A
573785984,573785984,RES,RES1-2SNB,127967.584,63983.7921,8.192513977,-79.93276125,32.77194909,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573831666,573831666,RES,RES1-3SNB,496069.901,248034.95,10.7588202,-79.93213834,32.77469508,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573831668,573831668,RES,RES1-2SNB,322282.096,161141.048,11.03119701,-79.93201278,32.77472222,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573831670,573831670,COM,COM4,92180.9006,92180.9006,11.03119701,-79.93201278,32.77472222,4.5019E+14,1,centroid,COM4,COM4
573831682,573831682,RES,RES1-3SWB,389578.848,194789.424,11.15905914,-79.93172229,32.77475312,4.5019E+14,1,centroid,RES1-3SWB,RES1-3SWB
573831689,573831689,COM,COM4,31892.0726,31892.0726,11.22193735,-79.93184157,32.77476979,4.5019E+14,1,centroid,COM4,COM4
573831691,573831691,RES,RES1-2SNB,291056.455,145528.227,10.3147867,-79.93241209,32.77488091,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573831697,573831697,RES,RES1-1SNB,147521.735,73760.8675,10.45320089,-79.93242062,32.77508767,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573831711,573831711,RES,RES3A,442882.025,221441.012,10.54490679,-79.93193054,32.7752842,4.5019E+14,1,centroid,RES3A,RES3A
573831717,573831717,RES,RES1-2SNB,328652.811,164326.405,10.9879414,-79.93165798,32.77539338,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573831719,573831719,RES,RES1-2SNB,285439.782,142719.891,11.2497771,-79.93242972,32.77548167,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573831727,573831727,RES,RES3A,578507.935,289253.967,11.14362373,-79.93249662,32.77562308,4.5019E+14,1,centroid,RES3A,RES3A
573831734,573831734,PUB,GOV1,271403.814,271403.814,12.03876272,-79.93256952,32.77603142,4.5019E+14,1,centroid,GOV1,GOV1
573831736,573831736,COM,COM4,497573.661,497573.661,12.03876272,-79.93256952,32.77603142,4.5019E+14,1,centroid,COM4,COM4
573831744,573831744,PUB,GOV1,4547481.77,4547481.77,10.80129281,-79.93162921,32.77607049,4.5019E+14,1,centroid,GOV1,GOV1
573831746,573831746,PUB,GOV2,198069.152,297103.728,10.80129281,-79.93162921,32.77607049,4.5019E+14,1,centroid,GOV2,GOV2
573841024,573841024,RES,RES3A,418532.009,209266.004,5.510647486,-79.93317944,32.77138377,4.5019E+14,1,centroid,RES3A,RES3A
573841027,573841027,RES,RES1-3SNB,433537.821,216768.91,6.611997429,-79.9322612,32.77147467,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574268209,574268209,RES,RES1-2SNB,298247.4,149123.7,7.560840827,-79.93199343,32.77180673,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574268231,574268231,RES,RES1-3SNB,433906.871,216953.435,8.546938694,-79.93202989,32.77216751,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574268237,574268237,RES,RES3A,574582.463,287291.231,9.917916749,-79.93145158,32.77237451,4.5019E+14,1,centroid,RES3A,RES3A
574268239,574268239,COM,COM4,143645.615,143645.615,9.917916749,-79.93145158,32.77237451,4.5019E+14,1,centroid,COM4,COM4
574268241,574268241,RES,RES1-3SNB,545164.897,272582.448,10.14142088,-79.93164132,32.77236836,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574293767,574293767,RES,RES1-2SNB,302217.262,151108.631,9.678859094,-79.93195291,32.77402563,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574293785,574293785,RES,RES1-3SNB,324268.686,162134.343,11.05904536,-79.93225749,32.77417524,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
574372717,574372717,RES,RES1-2SWB,489170.477,244585.238,6.032756422,-79.93191397,32.77143669,4.5019E+14,1,centroid,RES1-2SWB,RES1-2SWB
574372727,574372727,RES,RES3A,624659.954,312329.977,7.221824928,-79.93179919,32.77159069,4.5019E+14,1,centroid,RES3A,RES3A
574372735,574372735,RES,RES1-1SWB,365942.216,182971.108,7.470754114,-79.93167344,32.77163948,4.5019E+14,1,centroid,RES1-1SWB,RES1-1SWB
574409648,574409648,COM,COM2,165784.848,165784.848,12.28408512,-79.93296787,32.77687973,4.5019E+14,1,centroid,COM2,COM2
574409650,574409650,COM,COM1,421925.305,421925.305,12.52613552,-79.93305761,32.77698208,4.5019E+14,1,centroid,COM1,COM1
574409661,574409661,COM,COM4,2290699.36,2290699.36,12.16888701,-79.93307108,32.77742516,4.5019E+14,1,centroid,COM4,COM4
574486859,574486859,RES,RES1-2SNB,321680.629,160840.314,12.39426219,-79.93247947,32.77592006,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
574486891,574486891,RES,RES1-1SNB,230522.952,115261.476,10.9658955,-79.93218159,32.77550656,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
574486917,574486917,RES,RES1-1SNB,196108.716,98054.358,7.470754114,-79.9317424,32.77164904,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573475703,573475703,RES,RES3A,635905.347,317952.673,8.705437775,-79.93370953,32.77460435,4.5019E+14,1,centroid,RES3A,RES3A
573475704,573475704,RES,RES1-2SNB,313450.715,156725.357,8.417616166,-79.93431994,32.77469414,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573475706,573475706,RES,RES1-3SNB,365655.089,182827.544,8.26385808,-79.93433075,32.77482315,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573475707,573475707,RES,RES1-2SNB,315816.689,157908.344,8.150119585,-79.93435745,32.77493523,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573475715,573475715,RES,RES1-2SNB,325748.645,162874.322,9.345385958,-79.93416017,32.77545544,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573475720,573475720,RES,RES1-2SNB,416763.542,208381.771,9.013840195,-79.93440606,32.77568885,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573475721,573475721,COM,COM7,137921.855,206882.783,9.013840195,-79.93440606,32.77568885,4.5019E+14,1,centroid,COM7,COM7
573785919,573785919,RES,RES3A,514103.94,257051.97,6.840607062,-79.93378161,32.77292716,4.5019E+14,1,centroid,RES3A,RES3A
573789003,573789003,RES,RES3A,314864.022,157432.011,5.579237807,-79.93537271,32.77200427,4.5019E+14,1,centroid,RES3A,RES3A
573789005,573789005,RES,RES1-2SNB,307561.832,153780.916,5.943592329,-79.93408022,32.77209474,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573789008,573789008,RES,RES1-2SNB,172993.215,86496.6079,4.787980647,-79.93523778,32.77225999,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573789239,573789239,RES,RES3A,553727.847,276863.923,4.83009305,-79.93781728,32.77333101,4.5019E+14,1,centroid,RES3A,RES3A
573789246,573789246,RES,RES3A,541115.587,270557.793,4.143710344,-79.93793231,32.77367594,4.5019E+14,1,centroid,RES3A,RES3A
573789009,573789009,RES,RES3A,638552.94,319276.47,5.033363277,-79.93504046,32.77223146,4.5019E+14,1,centroid,RES3A,RES3A
573789016,573789016,RES,RES1-2SNB,465900.085,232950.042,6.113067035,-79.93460458,32.77256694,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573789028,573789028,RES,RES1-3SNB,526330.478,263165.239,8.569927158,-79.93453715,32.77362295,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573789029,573789029,RES,RES1-2SNB,407915.068,203957.534,7.382273284,-79.93511044,32.7736715,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573789031,573789031,COM,COM4,114676.658,114676.658,8.093534282,-79.93440146,32.77377754,4.5019E+14,1,centroid,COM4,COM4
573789033,573789033,RES,RES3A,496604.76,248302.38,8.347469632,-79.93539216,32.77392293,4.5019E+14,1,centroid,RES3A,RES3A
573789134,573789134,RES,RES3A,395789.042,197894.521,7.791148645,-79.93523634,32.77430337,4.5019E+14,1,centroid,RES3A,RES3A
573789139,573789139,RES,RES1-3SNB,654844.45,327422.225,8.404428051,-79.9346991,32.77475771,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573789140,573789140,RES,RES3A,434255.707,217127.853,8.260703414,-79.93475988,32.77485465,4.5019E+14,1,centroid,RES3A,RES3A
573789144,573789144,RES,RES3A,439888.791,219944.395,6.449819209,-79.93548515,32.77525208,4.5019E+14,1,centroid,RES3A,RES3A
573789149,573789149,RES,RES1-3SNB,479481.49,239740.745,7.69298167,-79.93475801,32.77549388,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573789154,573789154,RES,RES1-2SNB,321412.116,160706.058,7.150665428,-79.93562931,32.77566957,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573789167,573789167,RES,RES1-1SNB,225013.8,112506.9,7.85893446,-79.93609282,32.77616036,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573789168,573789168,COM,COM3,376426.623,376426.623,7.85893446,-79.93609282,32.77616036,4.5019E+14,1,centroid,COM3,COM3
573789169,573789169,RES,RES1-1SNB,158222.044,79111.022,7.156647795,-79.93648499,32.77616847,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573789220,573789220,COM,COM4,101935.178,101935.178,4.64670551,-79.93718391,32.77206233,4.5019E+14,1,centroid,COM4,COM4
573789226,573789226,RES,RES3A,489417.091,244708.545,5.100875709,-79.93778308,32.77254211,4.5019E+14,1,centroid,RES3A,RES3A
573789233,573789233,RES,RES1-2SNB,303114.152,151557.076,4.328003297,-79.93777473,32.77295639,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573789234,573789234,RES,RES1-1SNB,212408.761,106204.38,4.717870485,-79.93769368,32.77306264,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573789236,573789236,RES,RES1-1SNB,234381.55,117190.775,4.413886787,-79.93782264,32.77316039,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573789297,573789297,COM,COM4,387848.024,387848.024,4.982142392,-79.93739608,32.77138352,4.5019E+14,1,centroid,COM4,COM4
573789299,573789299,RES,RES1-2SNB,387831.479,193915.739,6.592028308,-79.93752697,32.77146814,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573789310,573789310,RES,RES3A,722095.009,361047.504,5.258580843,-79.93718705,32.77171595,4.5019E+14,1,centroid,RES3A,RES3A
573789313,573789313,RES,RES1-2SNB,316664.648,158332.324,5.035890999,-79.937703,32.7718857,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573789328,573789328,COM,COM1,405166.887,405166.887,5.684294908,-79.93746248,32.7757029,4.5019E+14,1,centroid,COM1,COM1
573789334,573789334,RES,RES1-2SNB,317436.136,158718.068,3.665345899,-79.93868974,32.77453866,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573789341,573789341,RES,RES3A,309951.7,154975.85,3.966810089,-79.93917071,32.77484509,4.5019E+14,1,centroid,RES3A,RES3A
573789342,573789342,COM,COM4,103317.233,103317.233,3.966810089,-79.93917071,32.77484509,4.5019E+14,1,centroid,COM4,COM4
573789344,573789344,RES,RES3A,570614.421,285307.21,4.573926437,-79.93837185,32.77497054,4.5019E+14,1,centroid,RES3A,RES3A
573789358,573789358,RES,RES1-2SNB,351245.902,175622.951,5.113630868,-79.93831938,32.77556916,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573789363,573789363,RES,RES1-3SNB,309123.527,154561.763,5.600854269,-79.93765526,32.7756581,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573789434,573789434,RES,RES3A,101665.192,50832.5962,4.883371156,-79.93749841,32.77604982,4.5019E+14,1,centroid,RES3A,RES3A
573789436,573789436,RES,RES3A,221570.274,110785.137,5.221631046,-79.93751029,32.77617601,4.5019E+14,1,centroid,RES3A,RES3A
573789444,573789444,RES,RES3A,193370.188,96685.0942,4.893644745,-79.93831947,32.77662899,4.5019E+14,1,centroid,RES3A,RES3A
573789447,573789447,RES,RES1-2SNB,302915.213,151457.606,4.762740973,-79.93759531,32.77667411,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573789448,573789448,RES,RES3A,217367.982,108683.991,4.4218505,-79.93832342,32.77671113,4.5019E+14,1,centroid,RES3A,RES3A
573789450,573789450,RES,RES3A,265807.502,132903.751,5.004049837,-79.93818535,32.77679034,4.5019E+14,1,centroid,RES3A,RES3A
573789452,573789452,RES,RES1-2SNB,272324.395,136162.197,5.009003594,-79.93767106,32.77680969,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573789454,573789454,RES,RES1-3SNB,190035.694,95017.847,4.187998474,-79.93833687,32.77696949,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573789456,573789456,COM,COM4,407866.906,407866.906,6.996746206,-79.93770666,32.7770768,4.5019E+14,1,centroid,COM4,COM4
573789458,573789458,RES,RES3A,562968.586,281484.293,4.670383886,-79.93819619,32.77709966,4.5019E+14,1,centroid,RES3A,RES3A
573789685,573789685,RES,RES3A,411621.923,205810.961,4.81621737,-79.93813707,32.77247866,4.5019E+14,1,centroid,RES3A,RES3A
573789695,573789695,RES,RES1-2SNB,315033.586,157516.793,4.954834938,-79.93816719,32.77275254,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573789697,573789697,RES,RES1-2SNB,292932.73,146466.365,4.304030808,-79.93879792,32.77280516,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573789699,573789699,RES,RES3A,265713.984,132856.992,4.521393389,-79.93823187,32.77289694,4.5019E+14,1,centroid,RES3A,RES3A
573789705,573789705,COM,COM4,209799.293,209799.293,4.353516354,-79.93828502,32.77300063,4.5019E+14,1,centroid,COM4,COM4
573789707,573789707,RES,RES3A,255261.074,127630.537,4.430399699,-79.93886252,32.77307587,4.5019E+14,1,centroid,RES3A,RES3A
573789713,573789713,RES,RES3A,521613.718,260806.859,4.596804609,-79.93827245,32.77321669,4.5019E+14,1,centroid,RES3A,RES3A
573789729,573789729,RES,RES1-1SNB,247776.014,123888.007,4.433450331,-79.93873172,32.77360692,4.5019E+14,1,centroid,RES1-1SNB,RES1-1SNB
573794275,573794275,RES,RES1-2SNB,270547.685,135273.842,4.335738212,-79.93899147,32.77660406,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573794297,573794297,RES,RES3A,510616.934,255308.467,3.967876245,-79.93997455,32.77692536,4.5019E+14,1,centroid,RES3A,RES3A
573794304,573794304,RES,RES1-3SNB,283604.433,141802.216,4.021423433,-79.93952515,32.77695211,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573795544,573795544,RES,RES3A,565239.273,282619.636,4.006424886,-79.94011101,32.7739826,4.5019E+14,1,centroid,RES3A,RES3A
573795559,573795559,RES,RES1-2SNB,374106.178,187053.089,3.562384348,-79.94017163,32.77459815,4.5019E+14,1,centroid,RES1-2SNB,RES1-2SNB
573795571,573795571,RES,RES3A,253834.123,126917.061,3.726770365,-79.94022349,32.77493541,4.5019E+14,1,centroid,RES3A,RES3A
573795575,573795575,RES,RES1-3SNB,395942.465,197971.232,3.83377635,-79.94025227,32.77502905,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
573795577,573795577,RES,RES3A,723598.461,361799.23,3.985478389,-79.93974614,32.77508664,4.5019E+14,1,centroid,RES3A,RES3A
573795667,573795667,RES,RES1-3SNB,382627.822,191313.911,5.086573331,-79.94016477,32.77727596,4.5019E+14,1,centroid,RES1-3SNB,RES1-3SNB
